altitud,dir,fecha,horaHrMax,horaHrMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,provincia,racha,tmax,tmed,tmin,velmedia
32.0,27.0,2024-09-12,23:59,14:20,12:20,14:32,06:14,98.0,89.0,80.0,6001.0,TARIFA,0.0,CADIZ,9.2,23.5,21.5,19.5,5.0
32.0,8.0,2024-09-13,Varias,12:30,23:30,12:19,06:18,98.0,77.0,55.0,6001.0,TARIFA,0.0,CADIZ,19.7,27.6,23.1,18.6,8.1
32.0,8.0,2024-09-14,02:40,13:10,Varias,12:03,Varias,88.0,75.0,58.0,6001.0,TARIFA,0.0,CADIZ,21.1,27.3,24.6,22.0,12.2
32.0,8.0,2024-09-15,23:40,12:10,10:40,12:09,23:54,86.0,72.0,58.0,6001.0,TARIFA,0.0,CADIZ,20.8,26.2,23.6,21.0,10.8
32.0,8.0,2024-09-16,Varias,11:50,00:40,10:38,23:32,88.0,78.0,65.0,6001.0,TARIFA,0.0,CADIZ,18.1,26.8,23.8,20.7,9.2
32.0,9.0,2024-09-17,02:10,10:20,23:30,10:21,01:43,94.0,81.0,66.0,6001.0,TARIFA,0.0,CADIZ,13.9,27.9,23.8,19.7,5.8
32.0,8.0,2024-09-18,05:20,14:20,21:50,10:48,05:37,89.0,79.0,63.0,6001.0,TARIFA,0.0,CADIZ,15.8,27.5,24.4,21.2,7.8
32.0,9.0,2024-09-19,23:20,13:00,03:00,12:56,23:35,90.0,73.0,56.0,6001.0,TARIFA,0.0,CADIZ,15.3,27.3,24.0,20.8,7.2
32.0,9.0,2024-09-20,23:40,10:20,08:40,11:24,02:10,93.0,81.0,68.0,6001.0,TARIFA,0.0,CADIZ,14.7,27.6,24.2,20.7,7.5
32.0,29.0,2024-09-21,Varias,10:20,15:30,10:16,23:38,97.0,81.0,62.0,6001.0,TARIFA,0.0,CADIZ,9.2,27.5,22.9,18.3,3.6
32.0,28.0,2024-09-22,Varias,10:20,15:30,10:16,04:03,97.0,86.0,70.0,6001.0,TARIFA,0.0,CADIZ,10.8,25.8,21.7,17.6,3.3
32.0,99.0,2024-09-23,Varias,13:10,Varias,10:13,23:52,98.0,85.0,67.0,6001.0,TARIFA,0.0,CADIZ,7.5,26.5,21.4,16.2,3.3
32.0,28.0,2024-09-24,00:30,10:20,17:00,10:22,00:27,96.0,81.0,64.0,6001.0,TARIFA,0.0,CADIZ,9.4,25.4,20.5,15.6,4.4
32.0,26.0,2024-09-25,22:50,10:20,16:20,10:31,04:43,98.0,82.0,66.0,6001.0,TARIFA,0.0,CADIZ,10.0,26.0,22.2,18.4,3.9
32.0,29.0,2024-09-26,Varias,13:00,15:20,13:04,Varias,97.0,85.0,75.0,6001.0,TARIFA,1.2,CADIZ,10.3,25.3,22.6,19.9,4.2
32.0,27.0,2024-09-27,Varias,10:20,12:10,10:51,23:58,99.0,84.0,61.0,6001.0,TARIFA,0.0,CADIZ,12.5,25.8,21.8,17.7,4.7
