fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2025-08-23,5000C,CEUTA,CEUTA,87,23.5,0.0,19.6,03:30,27.4,11:00,09,1.9,5.8,15:30,8.3,1006.7,10,1004.0,18,87.0,98.0,03:30,71.0,10:40
2025-08-24,5000C,CEUTA,CEUTA,87,24.6,0.4,21.5,04:40,27.7,13:00,32,1.9,6.1,13:10,4.1,1005.8,22,1001.3,17,78.0,98.0,01:30,70.0,
2025-08-25,5000C,CEUTA,CEUTA,87,25.8,0.0,20.7,03:50,30.9,15:00,03,1.1,4.7,13:30,6.1,1005.6,00,1002.5,18,66.0,92.0,02:50,46.0,15:20
2025-08-26,5000C,CEUTA,CEUTA,87,25.9,0.0,22.3,06:00,29.5,12:20,05,1.7,3.9,,10.1,1003.1,06,1000.1,,66.0,79.0,06:10,52.0,
2025-08-27,5000C,CEUTA,CEUTA,87,26.4,0.0,22.2,,30.5,12:10,31,3.3,12.8,12:20,10.7,1003.3,24,1000.2,02,58.0,79.0,06:10,42.0,10:10
2025-08-28,5000C,CEUTA,CEUTA,87,23.7,0.0,21.2,23:59,26.2,12:40,23,3.6,13.1,06:00,10.5,1006.4,22,1002.5,04,62.0,78.0,05:40,49.0,17:00
2025-08-29,5000C,CEUTA,CEUTA,87,24.2,0.0,20.3,05:10,28.0,22:50,30,3.6,13.9,19:50,10.6,1006.8,09,1003.2,17,49.0,78.0,02:50,26.0,17:30
2025-08-30,5000C,CEUTA,CEUTA,87,27.2,0.0,22.1,05:40,32.3,14:00,30,1.7,8.9,00:10,11.2,1005.5,10,1003.1,01,45.0,74.0,22:50,24.0,14:10
2025-08-31,5000C,CEUTA,CEUTA,87,26.2,0.0,22.1,,30.4,12:50,31,1.9,10.6,19:00,11.2,1004.8,23,1002.5,03,57.0,77.0,19:50,38.0,12:30
2025-09-01,5000C,CEUTA,CEUTA,87,23.2,0.0,20.4,06:10,26.0,11:20,30,3.3,13.3,20:30,10.2,1007.8,23,1004.5,02,48.0,72.0,01:00,40.0,10:50
2025-09-02,5000C,CEUTA,CEUTA,87,24.5,0.0,19.4,23:59,29.6,12:40,34,1.9,8.1,09:30,11.2,1008.0,10,1005.7,,30.0,77.0,23:59,21.0,12:40
2025-09-03,5000C,CEUTA,CEUTA,87,22.6,0.0,18.6,01:20,26.7,12:10,99,1.7,5.0,,11.2,1007.4,10,1004.6,,65.0,98.0,06:10,34.0,16:40
2025-09-04,5000C,CEUTA,CEUTA,87,25.1,0.0,19.3,04:40,30.9,12:00,17,2.8,5.6,14:00,11.0,1006.1,10,1003.2,17,63.0,85.0,05:50,24.0,11:30
2025-09-05,5000C,CEUTA,CEUTA,87,23.6,0.0,20.0,03:30,27.2,13:20,10,3.1,9.2,13:50,7.5,1007.0,23,1003.3,03,81.0,99.0,05:00,56.0,13:00
2025-09-06,5000C,CEUTA,CEUTA,87,23.8,0.0,22.2,03:30,25.5,12:30,11,3.6,10.3,10:40,0.5,1007.8,22,1004.6,,90.0,97.0,,81.0,13:50
2025-09-07,5000C,CEUTA,CEUTA,87,24.2,0.0,21.8,21:20,26.5,18:10,16,1.7,5.6,15:30,0.4,1007.2,09,1005.0,19,87.0,97.0,23:30,77.0,19:10
2025-09-08,5000C,CEUTA,CEUTA,87,25.2,0.0,20.7,06:00,29.6,13:00,24,1.4,8.3,14:20,8.8,1006.4,10,1004.6,18,65.0,98.0,02:40,47.0,22:10
2025-09-09,5000C,CEUTA,CEUTA,87,21.8,0.0,20.1,20:00,23.4,15:50,31,3.6,16.7,22:40,3.6,1007.4,09,1004.9,,63.0,76.0,05:00,44.0,23:10
2025-09-10,5000C,CEUTA,CEUTA,87,22.4,0.0,19.2,04:40,25.7,23:40,29,3.9,14.2,10:10,10.8,1009.7,11,1006.9,00,61.0,76.0,05:40,49.0,14:00
2025-09-11,5000C,CEUTA,CEUTA,87,27.0,0.0,21.7,23:59,32.4,13:40,30,1.9,13.6,01:30,10.8,1009.5,10,1007.3,04,53.0,86.0,22:40,34.0,13:30
2025-09-12,5000C,CEUTA,CEUTA,87,23.4,0.0,20.2,23:10,26.6,12:30,09,2.2,6.1,12:30,10.7,1009.3,10,1006.9,18,83.0,97.0,06:20,63.0,10:20
2025-09-13,5000C,CEUTA,CEUTA,87,23.6,0.0,18.7,04:50,28.5,22:20,19,1.9,5.0,13:00,10.6,1008.9,10,1006.5,16,67.0,98.0,00:40,28.0,23:00
2025-09-14,5000C,CEUTA,CEUTA,87,25.0,0.0,18.0,20:40,32.1,12:20,17,1.4,5.3,16:00,10.8,1010.1,21,1006.5,04,57.0,100.0,23:30,30.0,00:10
2025-09-15,5000C,CEUTA,CEUTA,87,22.8,0.0,18.8,00:00,26.7,13:50,06,2.5,6.4,14:10,7.8,1011.2,11,1008.6,18,90.0,100.0,00:30,73.0,10:00
2025-09-16,5000C,CEUTA,CEUTA,87,24.5,0.0,22.2,,26.8,10:50,99,3.6,7.2,,7.5,1012.2,11,1009.4,,88.0,97.0,,71.0,10:50
2025-09-17,5000C,CEUTA,CEUTA,87,24.8,0.0,22.9,00:00,26.6,12:20,07,3.3,7.5,12:00,4.0,1012.7,,1010.2,18,89.0,97.0,21:20,77.0,12:10
2025-09-18,5000C,CEUTA,CEUTA,87,24.6,0.0,21.8,01:10,27.4,12:10,10,3.1,6.7,16:40,3.3,1013.1,11,1010.5,17,91.0,100.0,,77.0,11:40
2025-09-19,5000C,CEUTA,CEUTA,87,24.6,0.0,22.5,00:20,26.7,11:50,12,2.8,7.5,08:40,2.4,1012.6,10,1010.6,04,93.0,100.0,00:40,81.0,11:40
2025-09-20,5000C,CEUTA,CEUTA,87,24.4,0.0,21.7,23:40,27.1,13:40,10,3.1,8.1,11:30,7.0,1011.3,00,1006.6,24,90.0,100.0,,74.0,13:20
2025-09-21,5000C,CEUTA,CEUTA,87,25.3,0.0,20.5,06:10,30.1,13:00,23,2.2,10.6,15:50,9.2,1007.2,00,1003.9,17,53.0,100.0,00:00,19.0,17:00
2025-09-22,5000C,CEUTA,CEUTA,87,23.4,0.0,18.5,23:10,28.4,11:50,28,2.2,10.3,10:30,10.2,1005.6,10,1003.0,17,23.0,52.0,01:10,16.0,12:30
2025-09-23,5000C,CEUTA,CEUTA,87,23.0,0.0,17.6,23:40,28.3,14:20,35,2.5,5.6,13:50,8.7,1006.8,23,1003.1,03,41.0,82.0,23:50,19.0,14:30
2025-09-24,5000C,CEUTA,CEUTA,87,21.2,0.0,17.4,01:30,24.9,14:40,12,2.5,8.1,15:20,7.2,1007.5,10,1005.4,17,85.0,94.0,,73.0,10:00
2025-09-25,5000C,CEUTA,CEUTA,87,22.0,0.0,19.5,05:20,24.6,09:50,10,2.5,6.7,10:30,6.5,1008.4,10,1006.3,03,88.0,98.0,05:30,76.0,09:50
2025-09-26,5000C,CEUTA,CEUTA,87,22.0,0.0,18.9,06:20,25.2,13:50,08,2.2,5.6,10:40,9.3,1009.6,10,1007.2,04,88.0,100.0,06:50,71.0,13:30
2025-09-27,5000C,CEUTA,CEUTA,87,21.6,0.0,18.7,06:10,24.5,14:20,28,1.4,6.4,23:30,9.3,1010.2,09,1008.1,16,90.0,100.0,,73.0,13:50
2025-09-28,5000C,CEUTA,CEUTA,87,22.2,3.6,18.5,20:40,25.9,12:30,25,3.1,11.4,12:30,5.8,1009.0,00,1004.9,16,79.0,94.0,20:40,57.0,04:40
2025-09-29,5000C,CEUTA,CEUTA,87,20.4,0.6,18.0,23:50,22.9,14:30,26,1.9,8.6,04:20,1.2,1006.6,22,1003.5,04,87.0,94.0,02:00,76.0,14:40
2025-09-30,5000C,CEUTA,CEUTA,87,20.8,0.0,16.9,05:10,24.6,13:10,17,1.9,5.0,17:10,10.0,1009.4,22,1005.5,,81.0,97.0,,66.0,13:10
2025-10-01,5000C,CEUTA,CEUTA,87,22.4,0.0,19.8,02:30,25.0,14:20,06,2.8,7.2,12:00,6.0,1010.7,10,1008.6,03,91.0,99.0,08:00,74.0,14:10
2025-10-02,5000C,CEUTA,CEUTA,87,22.8,0.0,20.3,06:20,25.3,10:40,07,3.3,7.5,11:40,5.7,1012.0,,1009.8,04,92.0,100.0,,78.0,10:40
2025-10-03,5000C,CEUTA,CEUTA,87,21.4,0.0,18.5,23:10,24.4,15:10,20,2.2,5.3,17:10,9.3,1012.9,10,1010.1,17,88.0,100.0,,72.0,21:20
2025-10-04,5000C,CEUTA,CEUTA,87,24.8,0.0,17.8,02:50,31.8,13:20,27,1.9,12.5,21:00,9.5,1011.2,10,1008.2,18,44.0,95.0,00:00,32.0,12:50
2025-10-05,5000C,CEUTA,CEUTA,87,25.8,0.0,19.9,23:50,31.6,13:40,32,2.2,10.3,00:10,9.9,1009.7,24,1006.1,17,37.0,95.0,23:59,26.0,11:40
2025-10-06,5000C,CEUTA,CEUTA,87,21.4,0.0,19.4,,23.4,14:00,06,3.1,7.2,14:10,1.6,1012.9,11,1009.7,00,93.0,100.0,04:00,87.0,11:10
2025-10-07,5000C,CEUTA,CEUTA,87,21.9,0.0,19.2,01:00,24.6,14:30,06,2.8,5.8,05:10,7.3,1013.5,10,1011.3,17,89.0,100.0,02:30,76.0,14:20
2025-10-08,5000C,CEUTA,CEUTA,87,22.6,0.0,19.0,,26.2,13:00,30,1.7,10.0,15:40,7.1,1011.5,00,1008.8,16,79.0,100.0,,60.0,14:00
2025-10-09,5000C,CEUTA,CEUTA,87,21.8,0.0,17.6,23:40,26.1,,25,1.9,8.6,10:20,9.9,1009.4,00,1007.0,,62.0,83.0,22:40,46.0,12:10
2025-10-10,5000C,CEUTA,CEUTA,87,20.8,2.8,17.2,06:10,24.3,12:10,14,2.2,7.5,23:20,7.8,1010.0,,1008.5,01,84.0,97.0,22:20,61.0,11:40
2025-10-11,5000C,CEUTA,CEUTA,87,21.3,0.0,20.0,06:20,22.6,10:30,11,3.9,8.9,15:00,4.6,1009.8,,1006.2,17,85.0,96.0,,73.0,10:30
2025-10-12,5000C,CEUTA,CEUTA,87,21.8,0.0,19.8,,23.7,14:00,11,2.5,8.3,08:00,2.5,1007.2,00,1005.0,,85.0,98.0,23:30,74.0,13:30
2025-10-13,5000C,CEUTA,CEUTA,87,21.7,0.0,19.7,23:10,23.7,15:00,15,1.9,5.3,15:50,5.8,1006.4,24,1004.4,03,89.0,100.0,03:50,77.0,15:40
2025-10-14,5000C,CEUTA,CEUTA,87,22.4,0.0,20.0,00:00,24.7,12:50,08,2.5,5.8,13:00,6.8,1007.8,23,1005.7,04,90.0,99.0,,77.0,12:40
2025-10-15,5000C,CEUTA,CEUTA,87,22.0,0.0,19.9,06:00,24.0,11:40,99,2.8,6.9,,4.8,1008.6,,1006.4,,94.0,100.0,,78.0,11:40
2025-10-16,5000C,CEUTA,CEUTA,87,22.0,0.0,20.0,23:50,23.9,13:00,10,3.6,8.1,11:50,4.5,1006.8,00,1004.8,16,89.0,100.0,,77.0,13:00
2025-10-17,5000C,CEUTA,CEUTA,87,21.4,0.0,19.6,23:30,23.2,13:50,09,3.1,8.3,09:30,2.7,1007.4,23,1004.4,03,91.0,97.0,,79.0,13:30
2025-10-18,5000C,CEUTA,CEUTA,87,21.2,0.0,19.1,05:50,23.2,13:50,10,3.1,7.5,08:50,8.4,1009.1,11,1006.4,03,91.0,99.0,,78.0,11:00
2025-10-19,5000C,CEUTA,CEUTA,87,20.8,0.0,18.2,23:40,23.5,13:10,10,2.8,7.2,10:00,8.0,1008.9,11,1006.0,24,87.0,99.0,,73.0,12:00
2025-10-20,5000C,CEUTA,CEUTA,87,20.9,0.0,16.5,05:40,25.3,11:30,26,2.2,9.2,06:50,6.7,1006.3,11,1004.3,04,79.0,99.0,,63.0,
2025-10-21,5000C,CEUTA,CEUTA,87,23.0,0.6,20.0,00:00,26.1,10:40,26,2.5,10.3,21:40,7.7,1008.0,23,1004.7,04,78.0,88.0,21:20,61.0,11:20
2025-10-22,5000C,CEUTA,CEUTA,87,23.0,0.0,20.7,06:40,25.4,12:40,27,2.8,10.3,13:40,7.8,1010.7,22,1007.5,03,75.0,93.0,01:20,63.0,14:10
2025-10-23,5000C,CEUTA,CEUTA,87,26.0,0.0,21.6,00:00,30.4,13:30,31,2.2,12.2,03:00,9.6,1010.3,00,1006.2,18,58.0,83.0,00:00,44.0,13:30
2025-10-24,5000C,CEUTA,CEUTA,87,26.8,0.0,21.3,05:20,32.3,14:00,29,1.7,8.3,16:00,9.5,1007.3,09,1004.7,17,45.0,66.0,02:20,28.0,15:00
2025-10-25,5000C,CEUTA,CEUTA,87,25.6,0.0,20.7,06:40,30.4,14:10,30,2.8,12.2,17:30,9.4,1005.4,22,1001.8,14,59.0,81.0,17:00,40.0,13:50
2025-10-26,5000C,CEUTA,CEUTA,87,23.0,0.0,19.6,23:20,26.5,13:30,25,2.8,9.7,02:40,3.1,1009.5,22,1004.8,03,71.0,81.0,23:00,55.0,13:30
2025-10-27,5000C,CEUTA,CEUTA,87,20.4,0.6,18.7,03:20,22.2,12:30,99,2.8,5.8,,4.2,1011.8,10,1008.9,03,89.0,99.0,23:00,79.0,00:00
2025-10-28,5000C,CEUTA,CEUTA,87,19.6,1.8,18.9,14:50,20.4,10:30,08,3.1,8.1,12:10,0.0,1009.8,00,1003.4,24,98.0,100.0,,93.0,12:30
2025-10-29,5000C,CEUTA,CEUTA,87,20.6,12.0,18.2,06:40,23.1,11:40,20,2.8,11.1,13:20,1.5,1003.4,00,998.4,16,91.0,100.0,,63.0,11:40
2025-10-30,5000C,CEUTA,CEUTA,87,20.5,0.0,17.1,23:20,23.9,13:20,26,2.8,9.2,12:40,7.1,1006.9,21,1002.6,04,76.0,89.0,01:30,61.0,14:20
2025-10-31,5000C,CEUTA,CEUTA,87,19.2,0.0,16.2,04:30,22.3,14:10,02,1.7,4.4,12:00,6.3,1008.5,10,1006.4,04,86.0,94.0,,71.0,15:00
2025-11-01,5000C,CEUTA,CEUTA,87,20.2,0.0,15.5,05:50,25.0,14:30,23,1.4,6.7,13:20,9.0,1012.2,23,1007.5,02,72.0,96.0,04:20,44.0,16:00
2025-11-02,5000C,CEUTA,CEUTA,87,21.6,0.0,17.8,00:30,25.3,14:00,30,1.9,9.7,19:00,8.0,1013.7,11,1011.5,05,72.0,89.0,00:30,59.0,13:40
2025-11-03,5000C,CEUTA,CEUTA,87,19.4,0.0,16.9,05:30,21.8,10:10,08,1.7,6.1,15:30,8.1,1013.0,11,1010.6,03,83.0,93.0,,60.0,10:10
2025-11-04,5000C,CEUTA,CEUTA,87,20.6,0.0,19.2,19:30,22.0,12:40,99,3.9,8.6,,1.8,1011.7,,1009.2,24,87.0,94.0,05:10,80.0,12:40
2025-11-05,5000C,CEUTA,CEUTA,87,19.7,5.6,17.7,23:59,21.7,12:00,34,2.8,12.2,23:50,0.7,1009.2,00,1003.7,17,91.0,97.0,18:20,71.0,22:50
2025-11-06,5000C,CEUTA,CEUTA,87,17.8,0.0,14.9,23:30,20.8,13:10,35,2.2,11.9,00:30,7.2,1009.4,22,1006.0,00,64.0,87.0,00:00,46.0,13:30
2025-11-07,5000C,CEUTA,CEUTA,87,18.2,0.8,13.8,06:30,22.7,12:50,30,1.9,13.9,19:20,8.5,1008.9,09,1006.5,18,64.0,83.0,06:00,42.0,14:00
2025-11-08,5000C,CEUTA,CEUTA,87,18.4,0.0,15.3,23:59,21.6,14:00,31,3.1,11.9,11:30,7.6,1010.6,22,1006.7,04,68.0,95.0,06:40,46.0,13:30
2025-11-09,5000C,CEUTA,CEUTA,87,16.4,0.0,12.9,06:10,20.0,12:40,07,1.7,5.3,13:00,8.1,1010.9,11,1008.2,16,83.0,89.0,,61.0,01:00
2025-11-10,5000C,CEUTA,CEUTA,87,18.2,0.0,13.3,07:00,23.0,13:40,31,0.8,7.8,14:40,8.5,1010.0,09,1007.4,18,66.0,99.0,03:50,36.0,15:30
2025-11-11,5000C,CEUTA,CEUTA,87,16.9,0.0,13.0,06:20,20.8,12:50,09,2.5,6.4,13:30,7.7,1007.7,00,1003.9,24,86.0,97.0,07:20,58.0,01:30
2025-11-12,5000C,CEUTA,CEUTA,87,19.2,0.0,16.7,06:10,21.7,13:30,06,1.9,5.6,01:40,6.1,1004.4,,1002.5,14,87.0,98.0,07:30,73.0,13:30
2025-11-13,5000C,CEUTA,CEUTA,87,17.3,16.6,15.6,23:50,19.0,14:00,20,0.8,11.9,19:10,0.0,1003.2,00,999.5,17,91.0,98.0,16:10,85.0,00:00
2025-11-14,5000C,CEUTA,CEUTA,87,18.4,14.2,14.7,03:10,22.0,15:20,20,3.9,12.2,18:40,4.8,1005.4,23,999.0,02,74.0,97.0,22:50,55.0,15:20
2025-11-15,5000C,CEUTA,CEUTA,87,19.4,10.8,16.0,,22.7,14:40,22,3.3,13.9,19:30,4.5,1005.2,08,1002.3,21,74.0,98.0,02:50,59.0,14:40
2025-11-16,5000C,CEUTA,CEUTA,87,18.0,13.2,15.4,22:10,20.7,12:00,29,2.2,10.6,11:20,2.5,1006.0,10,1002.8,01,83.0,95.0,03:10,69.0,11:20
2025-11-17,5000C,CEUTA,CEUTA,87,16.2,6.2,14.2,07:20,18.2,14:20,25,2.5,12.5,13:30,3.8,1005.0,22,1002.0,15,86.0,97.0,03:30,71.0,19:10
2025-11-18,5000C,CEUTA,CEUTA,87,17.4,0.0,14.3,23:59,20.5,15:00,32,3.1,10.8,11:10,8.0,1007.2,22,1003.9,03,66.0,82.0,01:00,50.0,14:30
2025-11-19,5000C,CEUTA,CEUTA,87,16.4,0.0,12.5,05:50,20.2,11:20,99,2.5,7.8,,7.6,1006.8,10,1004.2,16,66.0,85.0,03:40,54.0,
2025-11-20,5000C,CEUTA,CEUTA,87,15.3,0.0,12.2,05:10,18.4,12:20,28,3.1,10.3,11:00,6.8,1010.3,24,1005.4,06,72.0,87.0,06:30,55.0,12:20
2025-11-21,5000C,CEUTA,CEUTA,87,15.0,0.0,11.5,06:20,18.5,13:20,30,1.4,9.7,10:10,8.0,1015.4,24,1009.7,04,52.0,83.0,04:50,36.0,12:40
2025-11-22,5000C,CEUTA,CEUTA,87,15.6,0.0,12.6,23:59,18.5,11:30,15,2.2,7.2,11:40,6.9,1017.1,10,1014.9,,60.0,90.0,23:59,48.0,13:10
2025-11-23,5000C,CEUTA,CEUTA,87,15.6,0.0,11.2,,19.9,14:40,27,1.7,6.4,17:00,7.7,1016.3,10,1012.8,24,65.0,95.0,04:30,39.0,18:30
2025-11-24,5000C,CEUTA,CEUTA,87,16.6,4.2,13.9,00:40,19.3,14:00,25,2.8,12.8,13:50,5.1,1013.3,10,1008.8,23,71.0,91.0,23:50,43.0,01:20
2025-11-25,5000C,CEUTA,CEUTA,87,15.2,5.0,13.3,23:59,17.2,12:00,30,4.2,15.0,10:50,6.0,1010.3,23,1006.3,,76.0,97.0,07:40,58.0,23:10
2025-11-26,5000C,CEUTA,CEUTA,87,14.6,0.0,10.9,06:00,18.2,12:00,31,1.9,6.9,01:50,7.9,1012.4,10,1009.5,03,62.0,84.0,,45.0,12:00
2025-11-27,5000C,CEUTA,CEUTA,87,14.8,0.0,11.6,00:00,18.0,12:00,12,2.2,7.2,11:40,7.9,1011.4,10,1009.5,14,73.0,85.0,01:30,57.0,02:50
2025-11-28,5000C,CEUTA,CEUTA,87,15.2,0.0,12.1,23:59,18.4,13:30,08,2.2,6.7,07:00,5.2,1012.0,11,1009.9,15,71.0,80.0,,60.0,13:40
2025-11-29,5000C,CEUTA,CEUTA,87,15.3,0.0,11.3,06:30,19.3,12:40,30,1.4,8.3,16:30,7.4,1010.1,00,1006.6,16,79.0,100.0,07:40,51.0,11:40
2025-11-30,5000C,CEUTA,CEUTA,87,14.2,6.2,11.6,21:10,16.8,13:00,30,1.4,7.8,09:20,1.1,1007.3,00,1001.7,16,81.0,96.0,21:30,62.0,02:40
2025-12-01,5000C,CEUTA,CEUTA,87,15.6,0.0,12.6,23:30,18.6,11:10,06,1.4,7.2,07:50,4.2,1009.9,23,1005.5,01,81.0,95.0,23:10,65.0,12:00
2025-12-02,5000C,CEUTA,CEUTA,87,15.2,9.2,12.2,02:00,18.3,12:40,23,3.1,10.8,13:50,2.5,1009.3,00,1005.8,15,75.0,94.0,00:00,65.0,10:20
2025-12-03,5000C,CEUTA,CEUTA,87,13.3,0.0,11.0,06:10,15.6,14:00,30,3.6,14.2,02:30,7.7,1014.9,23,1006.4,01,64.0,94.0,02:30,48.0,13:30
2025-12-04,5000C,CEUTA,CEUTA,87,14.6,0.0,11.5,03:40,17.7,13:40,30,3.6,14.7,17:20,7.4,1015.1,10,1011.3,16,70.0,81.0,22:00,60.0,10:50
2025-12-05,5000C,CEUTA,CEUTA,87,17.5,0.0,15.1,04:00,19.9,13:40,30,3.3,15.0,14:50,5.8,1014.1,20,1011.1,15,76.0,86.0,,65.0,14:10
2025-12-06,5000C,CEUTA,CEUTA,87,18.0,0.0,14.5,23:59,21.6,12:40,32,2.2,8.9,11:40,7.6,1015.0,10,1012.1,,72.0,87.0,00:50,58.0,12:40
2025-12-07,5000C,CEUTA,CEUTA,87,16.8,0.0,12.8,06:40,20.7,13:10,29,1.4,6.7,19:10,7.7,1013.9,10,1011.6,,67.0,88.0,05:10,50.0,13:20
2025-12-08,5000C,CEUTA,CEUTA,87,15.4,0.0,11.8,07:00,19.1,13:00,99,1.4,3.9,,7.7,1013.4,10,1010.6,04,80.0,94.0,05:50,60.0,11:00
2025-12-09,5000C,CEUTA,CEUTA,87,15.2,0.4,12.6,02:10,17.8,13:10,16,1.4,4.2,15:10,7.4,1013.2,10,1010.4,24,93.0,100.0,,73.0,00:00
2025-12-10,5000C,CEUTA,CEUTA,87,14.3,10.4,12.3,20:50,16.3,06:10,26,1.4,11.4,06:30,0.0,1012.0,11,1009.2,04,86.0,99.0,02:40,56.0,06:10
2025-12-11,5000C,CEUTA,CEUTA,87,14.6,0.2,12.4,01:20,16.8,13:30,03,1.4,4.2,12:50,3.7,1012.5,10,1009.1,24,94.0,100.0,07:20,84.0,
2025-12-12,5000C,CEUTA,CEUTA,87,14.8,28.0,12.7,06:00,16.9,14:00,10,2.8,12.5,22:50,1.5,1009.1,00,1002.7,,88.0,97.0,,82.0,14:30
2025-12-13,5000C,CEUTA,CEUTA,87,16.0,7.0,15.2,05:00,16.9,11:10,13,7.2,17.8,14:20,0.2,1007.9,11,1002.8,02,88.0,97.0,04:30,82.0,14:00
2025-12-14,5000C,CEUTA,CEUTA,87,15.4,2.4,13.5,06:40,17.4,10:00,08,5.3,16.1,05:40,1.3,1007.1,00,1003.3,18,90.0,96.0,08:20,79.0,06:10
2025-12-15,5000C,CEUTA,CEUTA,87,15.6,29.6,12.8,07:30,18.5,15:00,22,1.9,7.8,14:30,4.3,1004.8,10,996.8,24,78.0,99.0,,64.0,14:40
2025-12-16,5000C,CEUTA,CEUTA,87,12.0,16.0,9.6,23:59,14.5,00:00,35,2.5,18.9,01:00,1.1,1001.4,24,995.9,04,92.0,98.0,01:00,80.0,15:40
2025-12-17,5000C,CEUTA,CEUTA,87,12.7,0.0,9.4,00:20,16.0,13:50,34,2.2,7.8,06:30,3.8,1013.6,24,1001.4,00,84.0,96.0,00:40,71.0,14:00
2025-12-18,5000C,CEUTA,CEUTA,87,14.2,0.4,11.3,07:10,17.2,13:10,99,1.1,5.3,,4.0,1014.3,10,1011.4,24,87.0,99.0,08:00,73.0,13:20
2025-12-19,5000C,CEUTA,CEUTA,87,14.6,5.2,12.7,,16.5,10:50,19,1.7,8.3,23:50,2.4,1011.4,00,1007.5,15,88.0,96.0,,81.0,
2025-12-20,5000C,CEUTA,CEUTA,87,13.4,3.6,11.4,08:40,15.3,14:30,33,1.9,11.9,12:20,4.7,1009.9,11,1005.3,24,65.0,90.0,00:00,59.0,14:50
2025-12-21,5000C,CEUTA,CEUTA,87,11.5,27.6,8.2,20:00,14.8,11:50,20,2.8,12.8,05:50,0.8,1005.4,00,996.9,14,91.0,98.0,15:30,73.0,01:50
2025-12-22,5000C,CEUTA,CEUTA,87,11.3,5.0,8.5,03:40,14.1,13:00,28,3.3,11.4,00:10,6.6,1006.2,21,999.6,00,69.0,85.0,23:59,62.0,12:30
2025-12-23,5000C,CEUTA,CEUTA,87,12.3,26.6,10.1,03:30,14.5,12:30,23,1.9,11.9,17:30,1.5,1006.0,00,998.2,24,88.0,96.0,17:20,79.0,
2025-12-24,5000C,CEUTA,CEUTA,87,12.5,0.2,9.9,23:59,15.1,11:10,24,1.9,7.8,15:20,5.8,998.2,00,995.8,05,82.0,99.0,,65.0,13:30
2025-12-25,5000C,CEUTA,CEUTA,87,12.1,2.0,8.9,02:30,15.3,13:30,22,2.2,8.9,14:40,3.3,1002.4,23,996.9,04,79.0,94.0,07:10,67.0,13:20
2025-12-26,5000C,CEUTA,CEUTA,87,12.7,0.2,9.5,23:59,15.9,10:50,31,1.4,6.4,09:30,1.3,1004.5,22,1001.4,05,81.0,94.0,05:00,68.0,10:50
2025-12-27,5000C,CEUTA,CEUTA,87,12.0,8.2,9.1,05:00,14.9,15:20,11,1.7,8.9,09:30,0.5,1004.0,00,998.5,14,88.0,98.0,05:40,74.0,16:10
2025-12-28,5000C,CEUTA,CEUTA,87,12.7,16.6,9.4,05:20,16.0,13:30,25,2.8,10.8,04:20,3.5,1003.2,24,999.8,06,77.0,99.0,23:30,56.0,11:50
2025-12-29,5000C,CEUTA,CEUTA,87,14.1,3.4,10.7,23:30,17.5,14:10,29,1.7,6.4,04:50,4.7,1011.3,23,1003.2,00,87.0,99.0,,67.0,14:00
2025-12-30,5000C,CEUTA,CEUTA,87,13.1,0.0,9.7,03:20,16.5,12:50,36,1.7,3.6,14:10,5.1,1012.2,10,1009.5,14,85.0,97.0,06:50,62.0,12:20
2025-12-31,5000C,CEUTA,CEUTA,87,13.2,7.2,12.5,08:20,13.9,10:50,17,1.4,4.4,18:50,0.0,1010.1,00,1006.7,15,90.0,100.0,,78.0,03:40
2024-05-01,5000C,CEUTA,CEUTA,87,15.5,9.0,13.1,09:00,17.9,12:50,34,3.9,15.6,13:10,8.2,1009.7,22,1005.1,05,67.0,92.0,09:00,49.0,16:40
2024-05-02,5000C,CEUTA,CEUTA,87,15.8,0.0,11.5,05:20,20.0,14:10,30,2.5,7.8,17:10,11.8,1009.9,,1008.1,05,51.0,71.0,05:10,35.0,13:30
2024-05-03,5000C,CEUTA,CEUTA,87,16.6,0.0,12.5,05:20,20.7,13:30,32,1.9,7.8,02:40,12.5,1010.7,10,1008.4,18,49.0,68.0,05:50,36.0,23:59
2024-05-04,5000C,CEUTA,CEUTA,87,18.2,0.0,14.3,05:00,22.1,16:20,02,1.1,5.0,12:10,12.7,1009.3,10,1006.6,18,63.0,75.0,10:30,29.0,22:40
2024-05-05,5000C,CEUTA,CEUTA,87,20.9,0.0,16.5,02:40,25.3,11:50,29,1.9,10.6,13:50,12.0,1007.2,00,1004.3,18,52.0,79.0,23:50,26.0,05:20
2024-05-06,5000C,CEUTA,CEUTA,87,20.6,0.0,17.7,20:40,23.5,14:30,29,3.1,8.9,12:20,7.9,1005.5,,1003.6,04,64.0,81.0,06:20,42.0,15:30
2024-05-07,5000C,CEUTA,CEUTA,87,20.4,0.0,17.1,23:30,23.6,10:50,31,2.5,10.8,01:40,11.6,1008.7,22,1004.3,,73.0,91.0,23:40,49.0,08:00
2024-05-08,5000C,CEUTA,CEUTA,87,18.4,0.0,16.5,04:30,20.4,12:20,10,5.0,10.3,12:10,3.7,1009.0,11,1007.2,18,82.0,92.0,22:00,74.0,12:10
